,날짜,구분,경기(행사)내용,관람인원(명),사용일수(일),시설명,강수량(mm),평균기온(℃),최저기온(℃),최고기온(℃),좌석수,좌석점유율,주말 여부,지역,인근_역,합계_승차,합계_하차,유동인구
1089,2021-04-10,K리그,2021 K리그1 서울 vs 포항,4372,1,상암월드컵주경기장,0.0,12.6,7.7,18.8,66704,6.55,Y,마포구,디지털미디어시티,14298,14456,28754
1090,2021-04-13,KBO,키움 vs LG,1479,1,고척 스카이돔,8.0,10.4,5.7,13.5,16813,8.8,N,구로구,양천구청,13904,14748,28652
1091,2021-04-14,KBO,키움 vs LG,1311,1,고척 스카이돔,0.0,8.4,3.1,13.3,16813,7.8,N,구로구,양천구청,13824,14808,28632
1092,2021-04-14,기타축구,2021 하나은행 FA컵 서울 vs 이랜드FC,2013,1,상암월드컵주경기장,0.0,8.4,3.1,13.3,66704,3.02,N,마포구,디지털미디어시티,28714,31460,60174
1093,2021-04-15,KBO,키움 vs LG,1354,1,고척 스카이돔,0.0,11.6,6.3,18.3,16813,8.05,N,구로구,양천구청,13768,14726,28494
1094,2021-04-17,K리그,2021 K리그1 서울 vs 대구,2960,1,상암월드컵주경기장,0.0,9.6,6.0,14.6,66704,4.44,Y,마포구,디지털미디어시티,13654,14070,27724
1095,2021-04-19,문화예술행사,내일은 미스터트롯 TOP6 전국투어 굿바이 콘서트 - 서울,25000,7,KSPO DOME(체조경기장),0.0,12.2,5.8,19.4,15000,23.81,N,송파구,올림픽공원,8884,7850,16734
1096,2021-04-20,대중공연,2021 세븐틴 일본앨범발매기념 콘서트 (가제),600,9,올림픽홀,0.0,14.8,8.1,22.0,3000,2.22,N,송파구,올림픽공원,8736,7692,16428
1097,2021-04-23,KBO,키움 vs SSG,1258,1,고척 스카이돔,0.0,19.0,17.0,21.7,16813,7.48,N,구로구,양천구청,14206,15174,29380
1098,2021-04-24,KBO,키움 vs SSG,1638,1,고척 스카이돔,0.0,18.3,15.3,22.2,16813,9.74,Y,구로구,양천구청,8920,8936,17856
1099,2021-04-25,KBO,키움 vs SSG,1640,1,고척 스카이돔,0.0,18.2,12.6,24.0,16813,9.75,Y,구로구,양천구청,6184,6368,12552
1100,2021-04-27,KBO,키움 vs 두산,1166,1,고척 스카이돔,1.7,15.4,12.5,20.0,16813,6.94,N,구로구,양천구청,14074,15014,29088
1101,2021-04-28,KBO,키움 vs 두산,1213,1,고척 스카이돔,4.7,14.5,11.2,18.2,16813,7.21,N,구로구,양천구청,14180,14910,29090
1102,2021-04-29,KBO,키움 vs 두산,1394,1,고척 스카이돔,3.9,14.6,10.9,20.1,16813,8.29,N,구로구,양천구청,13936,14666,28602
1103,2021-04-30,K리그,2021 K리그1 서울 vs 성남,2304,1,상암월드컵주경기장,26.3,11.3,8.6,14.6,66704,3.45,N,마포구,디지털미디어시티,28422,30718,59140
1104,2021-05-03,문화예술행사,안무연습대관,50,1,올림픽홀,0.0,14.1,8.4,20.3,3000,1.67,N,송파구,올림픽공원,8804,7922,16726
1105,2021-05-05,KBO,키움 vs KT,1674,1,고척 스카이돔,0.1,13.9,10.3,18.4,16813,9.96,N,구로구,양천구청,7236,7536,14772
1106,2021-05-06,KBO,키움 vs KT,957,1,고척 스카이돔,0.0,15.7,7.9,23.1,16813,5.69,N,구로구,양천구청,13946,14658,28604
1107,2021-05-14,KBO,키움 vs 한화,1563,1,고척 스카이돔,0.0,24.1,18.0,30.8,16813,9.3,N,구로구,양천구청,14638,15480,30118
1108,2021-05-15,KBO,키움 vs 한화,1674,1,고척 스카이돔,15.0,22.1,20.8,26.2,16813,9.96,Y,구로구,양천구청,9206,9550,18756
1109,2021-05-16,KBO,키움 vs 한화,1674,1,고척 스카이돔,66.9,18.4,14.8,20.8,16813,9.96,Y,구로구,양천구청,5330,5618,10948
1110,2021-05-19,문화예술행사,BTS 기자 간담회 (대외비),350,3,올림픽홀,0.0,19.9,12.4,26.6,3000,3.89,N,송파구,올림픽공원,6192,5880,12072
1111,2021-05-21,KBO,키움 vs NC,1009,1,고척 스카이돔,6.9,16.0,14.2,18.2,16813,6.0,N,구로구,양천구청,14416,15030,29446
1112,2021-05-22,KBO,키움 vs NC,1674,1,고척 스카이돔,0.2,18.6,13.8,23.8,16813,9.96,Y,구로구,양천구청,9842,9944,19786
1113,2021-05-23,KBO,키움 vs NC,1618,1,고척 스카이돔,0.0,19.5,14.3,25.1,16813,9.62,Y,구로구,양천구청,6294,6392,12686
1114,2021-05-26,대중공연,팬텀싱어 올스타전 갈라 콘체르토,17517,13,올림픽홀,0.0,18.0,11.5,23.0,3000,44.92,N,송파구,올림픽공원,9256,8286,17542
1115,2021-05-29,K리그,2021 K리그1 서울 vs 수원삼성,5164,1,상암월드컵주경기장,0.3,15.4,12.8,19.1,66704,7.74,Y,마포구,디지털미디어시티,14162,14526,28688
1116,2021-05-29,대중공연,SEVENTEEN 일본 싱글 발매기념 스페셜 온라인 팬미팅(가제),90,2,우리금융아트홀,0.3,15.4,12.8,19.1,1184,3.8,Y,송파구,올림픽공원,6122,5536,11658
1117,2021-06-01,KBO,키움 vs 롯데,1090,1,고척 스카이돔,3.2,20.2,15.9,23.9,16813,6.48,N,구로구,양천구청,13940,14680,28620
1118,2021-06-02,문화예술행사,FNC ENT 소속그룹 퍼포먼스 연습,60,1,KSPO DOME(체조경기장),0.0,23.2,16.6,29.7,15000,0.4,N,송파구,올림픽공원,8804,7834,16638
1119,2021-06-02,KBO,키움 vs 롯데,1048,1,고척 스카이돔,0.0,23.2,16.6,29.7,16813,6.23,N,구로구,양천구청,13934,14522,28456
1120,2021-06-03,KBO,키움 vs 롯데,1197,1,고척 스카이돔,18.1,19.1,14.6,22.7,16813,7.12,N,구로구,양천구청,13476,14566,28042
1121,2021-06-04,KBO,키움 vs 삼성,1585,1,고척 스카이돔,0.0,18.5,13.3,23.6,16813,9.43,N,구로구,양천구청,14366,14894,29260
1122,2021-06-05,KBO,키움 vs 삼성,1674,1,고척 스카이돔,0.0,20.8,17.0,25.7,16813,9.96,Y,구로구,양천구청,9012,9140,18152
1123,2021-06-06,KBO,키움 vs 삼성,1674,1,고척 스카이돔,0.0,23.0,18.4,28.2,16813,9.96,Y,구로구,양천구청,6208,6558,12766
1124,2021-06-07,문화예술행사,2021 나훈아 콘서트,12500,7,KSPO DOME(체조경기장),0.0,21.1,19.4,24.0,15000,11.9,N,송파구,올림픽공원,8378,7610,15988
1125,2021-06-11,문화예술행사,2021 임한별 <더 클래식> 서울,1718,10,우리금융아트홀,4.6,21.5,19.9,24.4,1184,14.51,N,송파구,올림픽공원,8582,7448,16030
1126,2021-06-15,KBO,키움 vs LG,1348,1,고척 스카이돔,1.9,22.5,21.5,25.3,16813,8.02,N,구로구,양천구청,13630,14700,28330
1127,2021-06-16,KBO,키움 vs LG,1445,1,고척 스카이돔,0.0,24.3,20.3,28.9,16813,8.59,N,구로구,양천구청,13874,14562,28436
1128,2021-06-16,문화예술행사,(가제) 2021 자우림 앨범발매기념 단독콘서트,4653,5,올림픽홀,0.0,24.3,20.3,28.9,3000,31.02,N,송파구,올림픽공원,8800,7748,16548
1129,2021-06-17,KBO,키움 vs LG,1739,1,고척 스카이돔,0.0,21.9,19.6,25.0,16813,10.34,N,구로구,양천구청,13982,14598,28580
1130,2021-06-25,문화예술행사,더 포레스텔라 2021,3702,4,올림픽홀,0.0,24.1,19.5,29.5,3000,30.85,N,송파구,올림픽공원,9206,7716,16922
1131,2021-06-25,문화예술행사,뷰티풀 민트 라이프 2021,240,6,KSPO DOME(체조경기장),0.0,24.1,19.5,29.5,15000,0.27,N,송파구,올림픽공원,9206,7716,16922
1132,2021-06-25,KBO,키움 vs KIA,1981,1,고척 스카이돔,0.0,24.1,19.5,29.5,16813,11.78,N,구로구,양천구청,14632,15122,29754
1133,2021-06-26,일반행사,2021 제27회 드림콘서트,0,7,상암월드컵주경기장,4.5,22.8,19.9,26.7,66704,0.0,Y,마포구,디지털미디어시티,14196,14690,28886
1134,2021-06-26,KBO,키움 vs KIA,3346,1,고척 스카이돔,4.5,22.8,19.9,26.7,16813,19.9,Y,구로구,양천구청,8902,8720,17622
1135,2021-06-27,KBO,키움 vs KIA,2696,1,고척 스카이돔,38.2,24.5,19.8,30.8,16813,16.04,Y,구로구,양천구청,6406,6710,13116
1136,2021-06-29,문화예술행사,내일은 미스터트롯 TOP6 굿바이 콘서트 - 서울,23617,6,KSPO DOME(체조경기장),8.0,23.9,21.3,28.4,15000,26.24,N,송파구,올림픽공원,9262,7910,17172
1137,2021-06-29,KBO,키움 vs 롯데,1639,1,고척 스카이돔,8.0,23.9,21.3,28.4,16813,9.75,N,구로구,양천구청,13990,14778,28768
1138,2021-06-30,문화예술행사,싱어게인 TOP10 전국투어 콘서트 - 서울앵콜,8479,6,올림픽홀,6.0,24.3,21.0,28.8,3000,47.11,N,송파구,올림픽공원,9040,7712,16752
1139,2021-06-30,KBO,키움 vs 롯데,2001,1,고척 스카이돔,6.0,24.3,21.0,28.8,16813,11.9,N,구로구,양천구청,14036,14698,28734
1140,2021-07-01,KBO,키움 vs 롯데,2049,1,고척 스카이돔,0.0,26.3,21.4,31.0,16813,12.19,N,구로구,양천구청,14226,15134,29360
1141,2021-07-06,KBO,키움 vs SSG,1549,1,고척 스카이돔,0.0,25.3,21.0,30.1,16813,9.21,N,구로구,양천구청,14278,15060,29338
1142,2021-07-07,KBO,키움 vs SSG,1328,1,고척 스카이돔,12.7,26.4,23.9,29.1,16813,7.9,N,구로구,양천구청,13706,14528,28234
1143,2021-07-07,체육행사,2020 제32회 도쿄하계올림픽대회 대한민국 선수단 결단식,180,2,올림픽홀,12.7,26.4,23.9,29.1,3000,3.0,N,송파구,올림픽공원,8568,7622,16190
1144,2021-07-08,KBO,키움 vs SSG,1436,1,고척 스카이돔,2.9,26.0,23.8,29.8,16813,8.54,N,구로구,양천구청,13278,14330,27608
1145,2021-07-14,K리그,2021 K리그1 서울 vs 인천,0,1,상암월드컵주경기장,0.0,29.7,26.1,33.5,66704,0.0,N,마포구,디지털미디어시티,24464,26622,51086
1146,2021-07-16,대중공연,박혜원 - HYNN 여름,605,2,우리금융아트홀,0.0,28.8,24.2,35.2,1184,25.55,N,송파구,올림픽공원,7400,6312,13712
1147,2021-07-16,국가대표,올림픽 축구대표팀 친선경기 대한민국 vs 프랑스,0,2,상암월드컵주경기장,0.0,28.8,24.2,35.2,66704,0.0,N,마포구,디지털미디어시티,23394,25324,48718
1148,2021-07-31,K리그,2021 K리그1 서울 vs 울산,0,1,상암월드컵주경기장,3.0,29.8,26.8,34.3,66704,0.0,Y,마포구,디지털미디어시티,10888,10684,21572
1149,2021-08-05,대중공연,라비던스 단독콘서트(안),2156,4,올림픽홀,0.0,29.4,25.6,33.7,3000,17.97,N,송파구,올림픽공원,7076,5942,13018
1150,2021-08-08,K리그,2021 K리그1 서울 vs 광주,0,1,상암월드컵주경기장,12.7,26.8,24.4,32.1,66704,0.0,Y,마포구,디지털미디어시티,7820,7980,15800
1151,2021-08-10,KBO,키움 vs KT,0,1,고척 스카이돔,0.0,27.7,24.3,32.2,16813,0.0,N,구로구,양천구청,12026,12956,24982
1152,2021-08-11,KBO,키움 vs KT,0,1,고척 스카이돔,0.0,27.4,24.1,31.6,16813,0.0,N,구로구,양천구청,11810,12516,24326
1153,2021-08-12,대중공연,라포엠(LA POEM) 첫 번째 단독 콘서트 - 서울,4671,4,올림픽홀,0.0,26.8,24.0,31.7,3000,38.92,N,송파구,올림픽공원,7410,6562,13972
1154,2021-08-12,KBO,키움 vs KT,0,1,고척 스카이돔,0.0,26.8,24.0,31.7,16813,0.0,N,구로구,양천구청,11612,12608,24220
1155,2021-08-13,KBO,키움 vs 두산,0,1,고척 스카이돔,0.0,26.6,23.4,30.1,16813,0.0,N,구로구,양천구청,11520,12320,23840
1156,2021-08-13,공공행사,국세청 채용면접,300,2,우리금융아트홀,0.0,26.6,23.4,30.1,1184,12.67,N,송파구,올림픽공원,7616,6684,14300
1157,2021-08-14,KBO,키움 vs 두산,0,1,고척 스카이돔,0.0,26.1,23.4,30.5,16813,0.0,Y,구로구,양천구청,7138,7226,14364
1158,2021-08-15,KBO,키움 vs 두산,0,1,고척 스카이돔,0.0,26.9,21.7,32.4,16813,0.0,Y,구로구,양천구청,4894,5172,10066
1159,2021-08-18,K리그,2021 K리그1 서울 vs 제주,0,1,상암월드컵주경기장,5.6,24.3,20.6,31.0,66704,0.0,N,마포구,디지털미디어시티,24810,27072,51882
1160,2021-08-20,문화예술행사,가수 이정권 콘서트,200,2,뮤즈라이브,0.0,26.6,22.6,30.7,237,42.19,N,송파구,올림픽공원,8110,7186,15296
1161,2021-08-22,K리그,2021 K리그1 서울 vs 포항,0,1,상암월드컵주경기장,0.0,24.4,22.4,27.0,66704,0.0,Y,마포구,디지털미디어시티,8774,9054,17828
1162,2021-08-22,대중공연,T1419 COMEBACK ONLINE SHOWCASE,151,2,올림픽홀,0.0,24.4,22.4,27.0,3000,2.52,Y,송파구,올림픽공원,3426,2980,6406
1163,2021-08-25,KBO,키움 vs 한화,0,1,고척 스카이돔,0.3,25.0,23.5,27.3,16813,0.0,N,구로구,양천구청,12344,13330,25674
1164,2021-08-25,K리그,2021 K리그1 서울 vs 울산,0,1,상암월드컵주경기장,0.3,25.0,23.5,27.3,66704,0.0,N,마포구,디지털미디어시티,25658,28138,53796
1165,2021-08-26,KBO,키움 vs 한화,0,1,고척 스카이돔,0.7,25.5,22.9,27.9,16813,0.0,N,구로구,양천구청,12478,13414,25892
1166,2021-08-27,KBO,키움 vs 한화,0,1,고척 스카이돔,0.9,22.4,20.4,25.5,16813,0.0,N,구로구,양천구청,12414,13364,25778
1167,2021-09-01,대중공연,[ 2021 Theatre 이문세 ],2951,12,우리금융아트홀,0.8,21.4,18.5,23.9,1184,20.77,N,송파구,올림픽공원,8062,7128,15190
1168,2021-09-02,국가대표,2022 카타르월드컵 최종예선 대한민국 vs 이라크,0,2,상암월드컵주경기장,0.0,23.5,20.7,26.7,66704,0.0,N,마포구,디지털미디어시티,25498,27930,53428
1169,2021-09-02,KBO,키움 vs KT,0,1,고척 스카이돔,0.0,23.5,20.7,26.7,16813,0.0,N,구로구,양천구청,12654,13532,26186
1170,2021-09-03,KBO,키움 vs KT,0,1,고척 스카이돔,0.0,24.3,20.6,29.2,16813,0.0,N,구로구,양천구청,12992,13884,26876
1171,2021-09-03,문화예술행사,더 포레스텔라 2021,3678,3,올림픽홀,0.0,24.3,20.6,29.2,3000,40.87,N,송파구,올림픽공원,8748,7650,16398
1172,2021-09-04,KBO,키움 vs SSG,0,1,고척 스카이돔,0.0,23.2,18.5,28.6,16813,0.0,Y,구로구,양천구청,8704,8826,17530
1173,2021-09-05,KBO,키움 vs SSG,0,1,고척 스카이돔,0.0,23.1,19.4,27.3,16813,0.0,Y,구로구,양천구청,5810,5996,11806
1174,2021-09-05,K리그,2021 K리그1 서울 vs 전북,0,1,상암월드컵주경기장,0.0,23.1,19.4,27.3,66704,0.0,Y,마포구,디지털미디어시티,9154,9462,18616
1175,2021-09-07,문화예술행사,2021 넬 단독 콘서트 NELL'S SEASON 2021,3828,7,올림픽홀,29.6,19.6,17.6,20.9,3000,18.23,N,송파구,올림픽공원,7680,6692,14372
1176,2021-09-08,문화예술행사,뮤직비디오 촬영,70,1,KSPO DOME(체조경기장),1.6,22.2,19.0,26.9,15000,0.47,N,송파구,올림픽공원,8636,7416,16052
1177,2021-09-09,KBO,키움 vs KIA,0,1,고척 스카이돔,0.0,23.5,19.1,29.1,16813,0.0,N,구로구,양천구청,12830,13822,26652
1178,2021-09-10,KBO,키움 vs KIA,0,1,고척 스카이돔,0.0,23.6,19.5,28.9,16813,0.0,N,구로구,양천구청,13162,14098,27260
1179,2021-09-16,KBO,키움 vs 한화,0,1,고척 스카이돔,0.0,22.9,18.0,27.3,16813,0.0,N,구로구,양천구청,13370,14296,27666
1180,2021-09-17,문화예술행사,더 포레스텔라 2021 앙코르,2693,3,올림픽홀,0.0,23.5,20.5,28.2,3000,29.92,N,송파구,올림픽공원,8750,7690,16440
1181,2021-09-17,KBO,키움 vs 한화,0,1,고척 스카이돔,0.0,23.5,20.5,28.2,16813,0.0,N,구로구,양천구청,13474,14352,27826
1182,2021-09-18,KBO,키움 vs 두산,0,1,고척 스카이돔,0.0,23.9,18.9,29.8,16813,0.0,Y,구로구,양천구청,7716,7796,15512
1183,2021-09-19,K리그,2021 K리그1 서울 vs 수원FC,0,1,상암월드컵주경기장,0.0,23.7,20.8,27.8,66704,0.0,Y,마포구,디지털미디어시티,8934,9118,18052
1184,2021-09-19,KBO,키움 vs 두산,0,1,고척 스카이돔,0.0,23.7,20.8,27.8,16813,0.0,Y,구로구,양천구청,5506,5600,11106
1185,2021-09-20,문화예술행사,2021 KEY SOLO CONCERT,583,7,올림픽홀,0.0,23.7,19.0,28.4,3000,2.78,N,송파구,올림픽공원,3234,3124,6358
1186,2021-09-22,K리그,2021 K리그1 서울 vs 인천,0,1,상암월드컵주경기장,4.5,20.2,16.8,24.3,66704,0.0,N,마포구,디지털미디어시티,8222,8782,17004
1187,2021-09-23,KBO,키움 vs NC,0,1,고척 스카이돔,0.0,20.9,16.9,25.9,16813,0.0,N,구로구,양천구청,12276,12884,25160
1188,2021-09-24,KBO,키움 vs NC,0,1,고척 스카이돔,0.0,21.8,16.7,26.9,16813,0.0,N,구로구,양천구청,13032,13668,26700
1189,2021-09-25,KBO,키움 vs 롯데,0,1,고척 스카이돔,0.0,21.2,18.7,23.1,16813,0.0,Y,구로구,양천구청,8376,8620,16996
1190,2021-09-26,KBO,키움 vs 롯데,0,1,고척 스카이돔,0.0,22.6,18.4,27.3,16813,0.0,Y,구로구,양천구청,5588,5880,11468
1191,2021-09-27,대중공연,TREASURE 2021 PRIVATE STAGE [TEU-DAY],1425,7,올림픽홀,0.0,21.6,18.7,25.0,3000,6.79,N,송파구,올림픽공원,8398,7736,16134
1192,2021-10-02,KBO,키움 vs LG,0,1,고척 스카이돔,0.0,20.7,16.4,26.6,16813,0.0,Y,구로구,양천구청,9724,9728,19452
1193,2021-10-03,KBO,키움 vs LG,0,1,고척 스카이돔,0.0,22.3,17.1,28.8,16813,0.0,Y,구로구,양천구청,6780,6912,13692
1194,2021-10-03,K리그,2021 K리그1 서울 vs 대구,0,1,상암월드컵주경기장,0.0,22.3,17.1,28.8,66704,0.0,Y,마포구,디지털미디어시티,9998,10378,20376
1195,2021-10-05,KBO,키움 vs 삼성,0,1,고척 스카이돔,0.0,23.6,21.7,26.5,16813,0.0,N,구로구,양천구청,13408,14228,27636
1196,2021-10-06,KBO,키움 vs 삼성,0,1,고척 스카이돔,6.4,18.8,17.9,21.7,16813,0.0,N,구로구,양천구청,13156,13830,26986
1197,2021-10-06,대중공연,하성운 콘서트 Forest & in 서울,4667,5,올림픽홀,6.4,18.8,17.9,21.7,3000,31.11,N,송파구,올림픽공원,8470,7710,16180
1198,2021-10-12,KBO,키움 vs NC,0,1,고척 스카이돔,0.0,17.9,15.8,21.3,16813,0.0,N,구로구,양천구청,13344,14174,27518
1199,2021-10-13,KBO,키움 vs NC,0,1,고척 스카이돔,0.0,19.6,14.9,25.2,16813,0.0,N,구로구,양천구청,13452,14488,27940
1200,2021-10-14,KBO,키움 vs NC,0,1,고척 스카이돔,0.0,19.7,17.4,23.9,16813,0.0,N,구로구,양천구청,13498,14274,27772
1201,2021-10-27,KBO,키움 vs 삼성,2569,1,고척 스카이돔,0.0,13.4,9.8,18.1,16813,15.28,N,구로구,양천구청,13926,14704,28630
1202,2021-10-27,문화예술행사,2021 김희재 단독 콘서트,5041,6,올림픽홀,0.0,13.4,9.8,18.1,3000,28.01,N,송파구,올림픽공원,9162,8306,17468
1203,2021-10-29,KBO,키움 vs KT,1495,1,고척 스카이돔,0.0,14.6,10.5,20.6,16813,8.89,N,구로구,양천구청,14048,14908,28956
1204,2021-11-03,문화예술행사,2021 폴킴 전국투어 콘서트-서울_기획공연,4470,5,올림픽홀,0.0,12.1,7.6,17.1,3000,29.8,N,송파구,올림픽공원,9640,8658,18298
1205,2021-11-08,문화예술행사,2021 대한민국 해군 호국 음악회,854,2,올림픽홀,25.7,8.6,4.5,15.5,3000,14.23,N,송파구,올림픽공원,8078,6932,15010
1206,2021-11-10,문화예술행사,"싱어게인 TOP3 '이승윤,정홍일,이무진' 전국투어 콘서트 - 서울",5094,5,올림픽홀,0.3,4.2,0.7,7.7,3000,33.96,N,송파구,올림픽공원,9100,8066,17166
1207,2021-11-15,대중공연,2021 WINNER CONCERT(가제),4309,8,올림픽홀,0.0,10.1,5.8,15.7,3000,17.95,N,송파구,올림픽공원,8544,7582,16126
1208,2021-11-23,문화예술행사,슈퍼밴드2 갈라 콘서트,6726,6,KSPO DOME(체조경기장),0.0,-0.6,-3.7,2.3,15000,7.47,N,송파구,올림픽공원,9054,8034,17088
1209,2021-11-24,문화예술행사,2021 제30회 루체른동계유니버시아드대회 대한민국 선수단 결단식,60,1,뮤즈라이브,0.0,4.1,-2.6,9.1,237,25.32,N,송파구,올림픽공원,9018,8102,17120
1210,2021-11-24,문화예술행사,(가제) 2021 자우림 앨범발매 기념 단독 콘서트,5100,5,올림픽홀,0.0,4.1,-2.6,9.1,3000,34.0,N,송파구,올림픽공원,9018,8102,17120
1211,2021-12-01,문화예술행사,2021 어반자카파 연말 콘서트 ‘겨울’(가제),3903,5,올림픽홀,0.0,-1.3,-3.0,1.5,3000,26.02,N,송파구,올림픽공원,8700,7496,16196
1212,2021-12-07,문화예술행사,쇼미더머니10페스티벌,8227,6,KSPO DOME(체조경기장),0.0,6.8,2.6,13.3,15000,9.14,N,송파구,올림픽공원,8796,7724,16520
1213,2021-12-07,문화예술행사,2021 WOODZ 단독 콘서트,2229,6,핸드볼경기장,0.0,6.8,2.6,13.3,6500,5.72,N,송파구,올림픽공원,8796,7724,16520
1214,2021-12-08,문화예술행사,(가제) 2021 윤하 연말 단독 콘서트,5767,6,올림픽홀,0.0,6.7,1.9,13.3,3000,32.04,N,송파구,올림픽공원,8578,7452,16030
1215,2021-12-13,문화예술행사,2021 나훈아 송년콘서트(가제),19059,7,KSPO DOME(체조경기장),0.0,-2.2,-5.9,1.9,15000,18.15,N,송파구,올림픽공원,8116,7140,15256
1216,2021-12-14,문화예술행사,2021 정승환 연말 콘서트,5217,6,핸드볼경기장,1.2,3.7,-0.7,8.2,6500,13.38,N,송파구,올림픽공원,8170,7366,15536
1217,2021-12-15,문화예술행사,2021 에픽하이 콘서트,4950,5,올림픽홀,2.1,7.2,5.4,10.0,3000,33.0,N,송파구,올림픽공원,8384,7260,15644
1218,2021-12-20,문화예술행사,2021 TWICE 단독콘서트,6232,7,KSPO DOME(체조경기장),0.0,5.2,-0.9,11.1,15000,5.94,N,송파구,올림픽공원,8178,8184,16362
1219,2021-12-20,문화예술행사,조선 TOP 싱어 콘서트,6226,7,올림픽홀,0.0,5.2,-0.9,11.1,3000,29.65,N,송파구,올림픽공원,8178,8184,16362
1220,2021-12-20,문화예술행사,2021 장범준 연말 콘서트,5950,7,핸드볼경기장,0.0,5.2,-0.9,11.1,6500,13.08,N,송파구,올림픽공원,8178,8184,16362
1221,2021-12-21,문화예술행사,2021 대한민국 스포츠영웅 헌액식,60,2,뮤즈라이브,0.0,5.2,0.8,8.9,237,12.66,N,송파구,올림픽공원,8074,7460,15534
1222,2021-12-25,문화예술행사,제아x팟캐스트비혼세 토크콘서트,162,1,뮤즈라이브,0.0,-11.7,-14.4,-7.3,237,68.35,Y,송파구,올림픽공원,5126,5056,10182
1223,2021-12-27,문화예술행사,스트릿 우먼 파이터 [ON THE STAGE] 전국투어 앵콜 콘서트,5829,7,KSPO DOME(체조경기장),0.0,-7.6,-12.9,-3.9,15000,5.55,N,송파구,올림픽공원,7808,6754,14562
1224,2021-12-27,문화예술행사,"윤종신, 먼데이키즈 연말콘서트",3358,7,올림픽홀,0.0,-7.6,-12.9,-3.9,3000,15.99,N,송파구,올림픽공원,7808,6754,14562
1225,2021-12-27,문화예술행사,BTOB 공식팬클럽 MELODY 4기 공식팬미팅,4336,6,핸드볼경기장,0.0,-7.6,-12.9,-3.9,6500,11.12,N,송파구,올림픽공원,7808,6754,14562
1226,2022-01-03,문화예술행사,ATEEZ 2022 World Tour in 서울,5763,8,올림픽홀,0.0,-1.9,-8.0,2.5,3000,24.01,N,송파구,올림픽공원,4059,3520,7579
1227,2022-01-03,문화예술행사,뮤지컬 헬로카봇 시즌6,8239,16,우리금융아트홀,0.0,-1.9,-8.0,2.5,1184,43.49,N,송파구,올림픽공원,4059,3520,7579
1228,2022-01-17,문화예술행사,2022 SF9 콘서트,7852,7,올림픽홀,0.5,-5.8,-9.2,0.1,3000,37.39,N,송파구,올림픽공원,4072,3461,7533
1229,2022-01-26,대중공연,2022 이찬원 앵콜 콘서트,7887,5,올림픽홀,0.0,1.3,-1.9,6.8,3000,52.58,N,송파구,올림픽공원,4242,3572,7814
1230,2022-02-04,대중공연,라포엠(LA POEM) 두 번째 단독 콘서트,2994,3,올림픽홀,0.0,-5.2,-8.2,-0.7,3000,33.27,N,송파구,올림픽공원,3886,3328,7214
1231,2022-02-09,문화예술행사,2022 Stray Kids 팬미팅,4523,5,올림픽홀,0.0,1.0,-4.3,7.2,3000,30.15,N,송파구,올림픽공원,3961,3613,7574
1232,2022-02-17,문화예술행사,2021-22 Forestella Concert - The Royal in Seoul Encore Concert,4040,4,핸드볼경기장,0.0,-6.2,-10.7,-0.5,6500,15.54,N,송파구,올림픽공원,3559,3139,6698
1233,2022-02-17,대중공연,청춘 콘썰트,6056,4,올림픽홀,0.0,-6.2,-10.7,-0.5,3000,50.47,N,송파구,올림픽공원,3559,3139,6698
1234,2022-03-01,문화예술행사,2022년 투모로우바이투게더(TXT) 팬미팅,4377,6,올림픽홀,2.3,5.8,0.3,9.7,3000,24.32,N,송파구,올림픽공원,2084,1740,3824
1235,2022-03-05,공공행사,제20대대통령선거,1030,6,핸드볼경기장,0.0,2.3,-0.7,6.7,6500,2.64,Y,송파구,올림픽공원,2525,2253,4778
1236,2022-03-09,문화예술행사,2022 윤하 앵콜 콘서트(기획공연),3933,5,올림픽홀,0.0,7.1,1.7,14.8,3000,26.22,N,송파구,올림픽공원,2306,2007,4313
1237,2022-03-17,문화예술행사,2022 이승윤 첫 단독콘서트 - 서울,5739,4,올림픽홀,1.2,10.7,7.8,15.1,3000,47.82,N,송파구,올림픽공원,3918,3311,7229
1238,2022-03-19,K리그,2022 K리그1 서울 vs 제주,6481,1,상암월드컵주경기장,14.6,3.4,0.9,6.1,66704,9.72,Y,마포구,디지털미디어시티,5666,5706,11372
1239,2022-03-24,국가대표,2022 카타르월드컵 최종예선 대한민국vs이란,61226,2,상암월드컵주경기장,0.0,8.2,3.9,12.4,66704,91.79,N,마포구,디지털미디어시티,16441,14421,30862
1240,2022-03-24,문화예술행사,2022 국카스텐 상반기 단독 콘서트,2421,4,올림픽홀,0.0,8.2,3.9,12.4,3000,20.18,N,송파구,올림픽공원,4000,3424,7424
1241,2022-03-31,문화예술행사,2022 크래비티 콘서트,1680,4,올림픽홀,0.0,10.9,7.6,14.7,3000,14.0,N,송파구,올림픽공원,4089,3535,7624
1242,2022-04-02,KBO,키움 vs 롯데,8257,1,고척 스카이돔,0.0,8.2,3.7,14.2,16813,49.11,Y,구로구,양천구청,4506,4530,9036
1243,2022-04-03,KBO,키움 vs 롯데,6115,1,고척 스카이돔,0.0,9.6,3.5,17.0,16813,36.37,Y,구로구,양천구청,3149,3238,6387
1244,2022-04-04,대중공연,YG 트레저 콘서트,4298,7,올림픽홀,0.0,10.3,5.1,16.4,3000,20.47,N,송파구,올림픽공원,4293,3789,8082
